,favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
380,36685,Twitter for Android,"wanting to sell their product, cars, A.C. units etc., back across the border. This tax will make leaving financially difficult, but.....",,False,Sun Dec 04 12:05:35 +0000 2016,9145,805382541343653888
381,44495,Twitter for Android,"without retribution or consequence, is WRONG! There will be a tax on our soon to be strong border of 35% for these companies ......",,False,Sun Dec 04 11:57:41 +0000 2016,11728,805380553008680961
382,42514,Twitter for Android,"fires its employees, builds a new factory or plant in the other country, and then thinks it will sell its product back into the U.S.  ......",,False,Sun Dec 04 11:49:06 +0000 2016,11469,805378393537658880
383,48794,Twitter for Android,"The U.S. is going to substantialy reduce taxes and regulations on businesses, but any business that leaves our country for another country,",,False,Sun Dec 04 11:41:47 +0000 2016,13077,805376548882776064
384,110023,Twitter for Android,"Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad",,False,Sun Dec 04 05:13:58 +0000 2016,27576,805278955150471168
385,22238,Twitter for iPhone,"Our great VPE, @mike_pence, is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington.",,False,Sat Dec 03 19:13:01 +0000 2016,5818,805127720749383680
386,23010,Twitter for iPhone,State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today; election next Saturday.,,False,Sat Dec 03 19:09:40 +0000 2016,6336,805126876779913216
387,26890,Twitter for Android,"""@TigerWoods: Can’t wait to get back out there and mix it up with the boys. –TW #heroworldchallenge"" Great to have you back Tiger - Special!",,True,Sat Dec 03 16:37:27 +0000 2016,7378,805088569765359616
388,51154,Twitter for Android,Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!,,False,Sat Dec 03 03:06:41 +0000 2016,14902,804884532671430658
389,102059,Twitter for Android,Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call.,,False,Sat Dec 03 01:41:30 +0000 2016,33959,804863098138005504
390,95706,Twitter for Android,The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!,,False,Sat Dec 03 00:44:20 +0000 2016,22137,804848711599882240
391,65974,Twitter for iPhone,"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again!… https://t.co/sVNSNJE7Uf",,False,Fri Dec 02 02:45:18 +0000 2016,16392,804516764562374656
392,2931,Twitter for iPhone,"Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. 
Join me! Tickets: https://t.co/HiWqZvHv6M",,False,Thu Dec 01 22:52:10 +0000 2016,856,804458095569158144
393,37897,Twitter for Android,Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.,,False,Thu Dec 01 14:38:09 +0000 2016,7573,804333771021570048
394,41067,Twitter for iPhone,My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!,,False,Thu Dec 01 14:37:57 +0000 2016,8159,804333718999539712
395,54214,Twitter for Android,Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!,,False,Thu Dec 01 03:48:35 +0000 2016,11248,804170300908781570
396,25603,Twitter for iPhone,'Donald Trump is already helping the working class' https://t.co/GTuNcQhLYx,,False,Wed Nov 30 20:00:14 +0000 2016,7545,804052438546317312
397,0,Twitter for iPhone,RT @DanScavino: Great interview on @foxandfriends by @SteveDoocy w/ Carrier employee- who has a message for #PEOTUS @realDonaldTrump &amp; #VPE…,,True,Wed Nov 30 19:51:16 +0000 2016,3935,804050182170116096
398,16211,Twitter for iPhone,"'President-elect Donald J. Trump today announced his intent to nominate Steven Mnuchin, Wilbur Ross &amp; Todd Ricketts… https://t.co/cEBxoWsnYp",,False,Wed Nov 30 16:21:26 +0000 2016,4932,803997374016167936
399,20793,Twitter for iPhone,"Join me in Cincinnati, Ohio tomorrow evening at 7:00pm. I am grateful for all of your support. THANK YOU!
Tickets:… https://t.co/51Emq7Tffa",,False,Wed Nov 30 15:23:43 +0000 2016,5968,803982850081099776
400,60388,Twitter for Android,"Hence, legal documents are being crafted which take me completely out of business operations. The Presidency is a far more important task!",,False,Wed Nov 30 11:59:38 +0000 2016,14787,803931490514075648
401,40129,Twitter for Android,"do this under the law, I feel it is visually important, as President,  to in no way have a conflict of interest with my various businesses..",,False,Wed Nov 30 11:54:40 +0000 2016,9594,803930240661811200
402,36288,Twitter for Android,great business in total in order to fully focus on running the country in order to MAKE AMERICA GREAT AGAIN! While I am not mandated to ....,,False,Wed Nov 30 11:44:52 +0000 2016,9163,803927774784344064
403,35977,Twitter for Android,I will be holding a major news conference in New York City with my children on December 15 to discuss the fact that I will be leaving my ...,,False,Wed Nov 30 11:39:45 +0000 2016,9704,803926488579973120
404,86591,Twitter for Android,ISIS is taking credit for the terrible stabbing attack at Ohio State University by a Somali refugee who should not have been in our country.,,False,Wed Nov 30 11:20:01 +0000 2016,29193,803921522784092160
405,72188,Twitter for Android,Big day on Thursday for Indiana and the great workers of that wonderful state.We will keep our companies and jobs in the U.S. Thanks Carrier,,False,Wed Nov 30 03:50:44 +0000 2016,17314,803808454620094465
406,62180,Twitter for Android,I will be going to Indiana on Thursday to make a major announcement concerning Carrier A.C. staying in Indianapolis. Great deal for workers!,,False,Wed Nov 30 03:40:16 +0000 2016,14715,803805823503925250
407,24846,Twitter for iPhone,"'President-Elect Donald J. Trump Nominates Elaine Chao as Secretary of the Department of Transportation'
https://t.co/5FMGdhAZxB",,False,Tue Nov 29 23:37:40 +0000 2016,6181,803744769566339072
408,21773,Twitter for iPhone,"'President-Elect Donald J. Trump Intends to Nominate Congressman Tom Price and Seema Verma.'
https://t.co/ZTh5cuY26Z https://t.co/twIgAKJs3s",,False,Tue Nov 29 20:59:10 +0000 2016,6215,803704881278230528
409,0,Twitter for iPhone,"RT @DanScavino: Back to Cincinnati, Ohio this Thursday (12/1/16) at 7pm for #PEOTUS @realDonaldTrump's #ThankYouTour2016! Join us!
https://…",,True,Tue Nov 29 20:45:55 +0000 2016,5399,803701545426681856
410,100746,Twitter Web Client,My thoughts and prayers are with the great people of Tennessee during these terrible wildfires. Stay safe!,,False,Tue Nov 29 20:08:12 +0000 2016,27435,803692055897788424
411,204973,Twitter for Android,"Nobody should be allowed to burn the American flag - if they do, there must be consequences - perhaps loss of citizenship or year in jail!",,False,Tue Nov 29 11:55:13 +0000 2016,71026,803567993036754944
412,69062,Twitter for Android,"I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!",,False,Tue Nov 29 11:34:42 +0000 2016,18239,803562827776720896
413,94714,Twitter for Android,The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!,,False,Tue Nov 29 11:15:49 +0000 2016,21339,803558077144399873
414,88712,Twitter for Android,".@CNN is so embarrassed by their total  (100%) support of Hillary Clinton, and yet her loss in a landslide, that they don't know what to do.",,False,Tue Nov 29 03:03:59 +0000 2016,24870,803434300846862336
415,32134,Twitter for Android,"""@sdcritic:  @HighonHillcrest @jeffzeleny @CNN There is NO QUESTION THAT #voterfraud did take place, and in favor of #CorruptHillary !""",,True,Tue Nov 29 02:21:04 +0000 2016,8998,803423503978532864
416,30947,Twitter for Android,"""@FiIibuster: @jeffzeleny Pathetic - you have no sufficient evidence that Donald Trump did not suffer from voter fraud, shame! Bad reporter.",,True,Tue Nov 29 02:19:53 +0000 2016,7542,803423203620245504
417,29684,Twitter for Android,"""@JoeBowman12: @jeffzeleny just another generic CNN part time wannabe journalist !""  @CNN still doesn't get it. They will never learn!",,True,Tue Nov 29 02:15:54 +0000 2016,7475,803422200594309120
418,28626,Twitter for Android,"""@HighonHillcrest: @jeffzeleny what PROOF do u have DonaldTrump did not suffer from millions of FRAUD votes? Journalist? Do your job! @CNN""",,True,Tue Nov 29 02:14:04 +0000 2016,7747,803421742815412224
419,68214,Twitter Web Client,Just met with General Petraeus--was very impressed!,,False,Mon Nov 28 21:01:47 +0000 2016,13859,803343150907617284
420,82888,Twitter for Android,"If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I will terminate deal.",,False,Mon Nov 28 14:02:06 +0000 2016,24475,803237535178772481
421,100594,Twitter for Android,"Serious voter fraud in Virginia, New Hampshire and California - so why isn't the media reporting on this? Serious bias - big problem!",,False,Mon Nov 28 00:31:54 +0000 2016,31265,803033642545115140
422,47815,Twitter for Android,states instead of the 15 states that I visited. I would have won even more easily and convincingly (but smaller states are forgotten)!,,False,Sun Nov 27 20:41:32 +0000 2016,10852,802975667197386752
423,47691,Twitter for Android,It would have been much easier for me to win the so-called popular vote than the Electoral College in that I would only campaign in 3 or 4--,,False,Sun Nov 27 20:34:18 +0000 2016,11509,802973848022847489
424,161204,Twitter for Android,"In addition to winning the Electoral College in a landslide, I won the popular vote if you deduct the millions of people who voted illegally",,False,Sun Nov 27 20:30:43 +0000 2016,53743,802972944532209664
425,74005,Twitter for Android,"Trump is going to be our President. We owe him an open mind and the chance to lead."" So much time and money will be spent - same result! Sad",,False,Sun Nov 27 13:29:30 +0000 2016,17349,802866941820071937
426,49609,Twitter for Android,"this election. That is a direct threat to our democracy."" She then said, ""We have to accept the results and look to the future, Donald --",,False,Sun Nov 27 13:23:18 +0000 2016,12715,802865382490968064
427,38823,Twitter for Android,"of position."" Then, separately she stated, ""He said something truly horrifying ... he refused to say that he would respect the results of --",,False,Sun Nov 27 13:18:06 +0000 2016,9615,802864075822788608
428,37786,Twitter for Android,"during a general election. I, for one, am appalled that somebody that is the nominee of one of our two major parties would take that kind --",,False,Sun Nov 27 13:08:05 +0000 2016,9142,802861553905238017
429,40925,Twitter for Android,"and fair elections. We've accepted the outcomes when we may not have liked them, and that is what must be expected of anyone standing on a -",,False,Sun Nov 27 13:01:08 +0000 2016,10062,802859802749784064
430,43991,Twitter for Android,"Hillary's debate answer on delay: ""That is horrifying. That is not the way our democracy works. Been around for 240 years. We've had free --",,False,Sun Nov 27 12:55:03 +0000 2016,11390,802858273284255744
431,97006,Twitter for Android,Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change,,False,Sun Nov 27 12:19:31 +0000 2016,27076,802849330176659456
432,101037,Twitter for Android,"The Democrats, when they incorrectly thought they were going to win, asked that the election night tabulation be accepted. Not so anymore!",,False,Sun Nov 27 03:59:52 +0000 2016,32051,802723588759375873
433,98900,Twitter for Android,The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems,,False,Sun Nov 27 00:31:32 +0000 2016,32649,802671162383802368
434,210966,Twitter for Android,Fidel Castro is dead!,,False,Sat Nov 26 13:08:11 +0000 2016,101488,802499192237080576
435,140333,Twitter for Android,"I am working hard, even on Thanksgiving, trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROGRESS - Will know soon!",,False,Thu Nov 24 15:11:58 +0000 2016,31306,801805564577808385
436,187742,Twitter for Android,"Happy Thanksgiving to everyone. We will, together, MAKE AMERICA GREAT AGAIN!",,False,Thu Nov 24 03:30:36 +0000 2016,49806,801629061831331840
437,166854,Twitter for iPhone,"Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Th… https://t.co/RY9mGGjrXm",,False,Thu Nov 24 02:17:26 +0000 2016,49000,801610648010575872
438,133489,Twitter for Android,Bus crash in Tennessee so sad &amp; so terrible. Condolences to all family members and loved ones. These beautiful children will be remembered!,,False,Wed Nov 23 00:24:46 +0000 2016,28049,801219908910469120
439,141211,Twitter Web Client,I am seriously considering Dr. Ben Carson as the head of HUD. I've gotten to know him well--he's a greatly talented person who loves people!,,False,Tue Nov 22 17:10:47 +0000 2016,27465,801110690387857408
440,33944,Twitter Web Client,The meeting with the @nytimes is back on at 12:30 today. Look forward to it!,,False,Tue Nov 22 15:40:31 +0000 2016,7284,801087976889520128
441,37901,Twitter for iPhone,"'Jeff Sessions, a Fitting Selection for Attorney General'
https://t.co/LjKTkAZSFy",,False,Tue Nov 22 13:39:46 +0000 2016,10548,801057586162319360
442,30933,Twitter for iPhone,"'President-elect Donald J. Trump's CIA Director Garners Praise'
https://t.co/UFdLWtwBEQ https://t.co/MrPaG7OziQ",,False,Tue Nov 22 13:38:17 +0000 2016,8600,801057215226544128
443,81572,Twitter for Android,Great meetings will take place today at Trump Tower concerning the formation of the people who will run our government for the next 8 years.,,False,Tue Nov 22 11:46:57 +0000 2016,17340,801029194906038272
444,50226,Twitter for Android,The failing @nytimes just announced that complaints about them are at a 15 year high. I can fully understand that - but why announce?,,False,Tue Nov 22 11:36:46 +0000 2016,12107,801026635579424768
445,39137,Twitter for Android,Perhaps a new meeting will be set up with the @nytimes. In the meantime they continue to cover me inaccurately and with a nasty tone!,,False,Tue Nov 22 11:31:18 +0000 2016,9570,801025256487940096
446,69249,Twitter for Android,I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice,,False,Tue Nov 22 11:16:45 +0000 2016,17697,801021596228091905
447,67112,Twitter for Android,Many people would like to see @Nigel_Farage represent Great Britain as their Ambassador to the United States. He would do a great job!,,False,Tue Nov 22 02:22:16 +0000 2016,22584,800887087780294656
448,80227,Twitter for Android,Prior to the election it was well known that I have interests in properties all over the world.Only the crooked media makes this a big deal!,,False,Tue Nov 22 02:14:21 +0000 2016,19177,800885097775955974
449,103457,Twitter Ads,.@transition2017 update and policy plans for the first 100 days. https://t.co/HTgPXfPWeJ,,False,Mon Nov 21 23:58:06 +0000 2016,42581,800850810490023937
450,56166,Twitter for Android,I have always had a good relationship with Chuck Schumer. He is far smarter than Harry R and has the ability to get things done. Good news!,,False,Sun Nov 20 14:05:01 +0000 2016,11564,800339165829283840
451,83564,Twitter for Android,"General James ""Mad Dog"" Mattis, who is being considered for Secretary of Defense, was very impressive yesterday. A true General's General!",,False,Sun Nov 20 13:39:05 +0000 2016,21994,800332639844659201
452,69836,Twitter for Android,"I watched parts of @nbcsnl Saturday Night Live last night. It is a totally one-sided, biased show - nothing funny at all. Equal time for us?",,False,Sun Nov 20 13:26:04 +0000 2016,16287,800329364986626048
453,68934,Twitter for Android,Numerous patriots will be coming to Bedminster today as I continue to fill out the various positions necessary to MAKE AMERICA GREAT AGAIN!,,False,Sun Nov 20 11:44:23 +0000 2016,14143,800303776615854080
454,95979,Twitter for Android,"The cast and producers of Hamilton, which I hear is highly overrated, should immediately apologize to Mike Pence for their terrible behavior",,False,Sun Nov 20 11:22:34 +0000 2016,24549,800298286204723200
455,152501,Twitter for Android,"The Theater must always be a safe and special place.The cast of Hamilton was very rude last night to a very good man, Mike Pence. Apologize!",,False,Sat Nov 19 13:56:30 +0000 2016,44748,799974635274194947
456,124513,Twitter for Android,"Our wonderful future V.P. Mike Pence was harassed last night at the theater by the cast of Hamilton, cameras blazing.This should not happen!",,False,Sat Nov 19 13:48:31 +0000 2016,34648,799972624713420804
457,59659,Twitter for Android,The ONLY bad thing about winning the Presidency is that I did not have the time to go through a long but winning trial on Trump U. Too bad!,,False,Sat Nov 19 13:39:34 +0000 2016,12687,799970371705380864
458,86805,Twitter for Android,I settled the Trump University lawsuit for a small fraction of the potential award because as President I have to focus on our country.,,False,Sat Nov 19 13:34:38 +0000 2016,16034,799969130237542400
459,123275,Twitter for Android,Will be working all weekend in choosing the great men and women who will be helping to MAKE AMERICA GREAT AGAIN!,,False,Fri Nov 18 22:35:27 +0000 2016,27046,799742847310319616
460,0,Twitter for iPhone,"RT @transition2017: President-elect Trump announces selections for Attorney General, National Security Advisor, CIA Director. More here: ht…",,True,Fri Nov 18 16:52:39 +0000 2016,7842,799656577250848768
461,119102,Twitter for Android,I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their confidence in me!,,False,Fri Nov 18 02:15:28 +0000 2016,29578,799435824622252032
462,168393,Twitter for Android,"Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant in Kentucky - no Mexico",,False,Fri Nov 18 02:01:52 +0000 2016,49946,799432403727028224
463,96295,Twitter for Android,"My transition team, which is working long hours and doing a fantastic job, will be seeing many great candidates today. #MAGA",,False,Thu Nov 17 12:46:23 +0000 2016,21391,799232214793760768
464,92067,Twitter for Android,"Australia, New Zealand, and more. I am always available to them. @nytimes is just upset that they looked like fools in their coverage of me.",,False,Wed Nov 16 12:25:21 +0000 2016,24617,798864532433211392
465,90009,Twitter for Android,"I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia, U.K., China, Saudi Arabia, Japan,",,False,Wed Nov 16 12:17:12 +0000 2016,26169,798862483255652352
466,77372,Twitter for Android,"The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also, I have spoken to many foreign leaders.",,False,Wed Nov 16 12:12:30 +0000 2016,21056,798861300453539840
467,101384,Twitter for Android,"I am not trying to get ""top level security clearance"" for my children. This was a typically false news story.",,False,Wed Nov 16 11:28:57 +0000 2016,31721,798850338384023552
468,120095,Twitter for Android,Very organized process taking place as I decide on Cabinet and many other positions. I am the only one who knows who the finalists are!,,False,Wed Nov 16 02:55:34 +0000 2016,27835,798721142525665280
469,129857,Twitter for Android,"The Electoral College is actually genius in that it brings all states, including the smaller ones, into play. Campaigning is much different!",,False,Tue Nov 15 13:40:29 +0000 2016,39951,798521053551140864
470,179923,Twitter for Android,If the election were based on total popular vote I would have campaigned in  N.Y. Florida and California and won even bigger and more easily,,False,Tue Nov 15 13:34:43 +0000 2016,50549,798519600413601792
471,114956,Twitter for iPhone,"The debates, especially the second and third, plus speeches and intensity of the large rallies, plus OUR GREAT SUPPORTERS, gave us the win!",,False,Sun Nov 13 18:46:36 +0000 2016,23858,797873313561198593
472,79242,Twitter for Android,I will be interviewed on @60Minutes tonight after the NFL game - 7:00 P.M. Enjoy!,,False,Sun Nov 13 16:33:26 +0000 2016,16725,797839801735114752
473,95021,Twitter for Android,"The @nytimes states today that DJT believes ""more countries should acquire nuclear weapons."" How dishonest are they. I never said this!",,False,Sun Nov 13 16:03:21 +0000 2016,29987,797832229800050688
474,126283,Twitter for Android,"Governor John Kasich of the GREAT, GREAT, GREAT State of Ohio called to congratulate me on the win. The people of Ohio were incredible!",,False,Sun Nov 13 15:28:52 +0000 2016,23056,797823553244712960
475,108859,Twitter for Android,"Jeb Bush, George W and George H.W. all called to express their best wishes on the win. Very nice!",,False,Sun Nov 13 15:23:28 +0000 2016,18452,797822192931262470
476,112245,Twitter for Android,Mitt Romney called to congratulate me on the win. Very nice!,,False,Sun Nov 13 14:45:28 +0000 2016,15741,797812630312382464
477,88327,Twitter for Android,The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me. I wonder if it will change - doubt it?,,False,Sun Nov 13 14:43:09 +0000 2016,22632,797812048805695488
478,129285,Twitter for Android,"Wow, the @nytimes is losing thousands of subscribers because of their very poor and highly inaccurate coverage of the ""Trump phenomena""",,False,Sun Nov 13 14:16:46 +0000 2016,35722,797805407179866112
479,204703,Twitter for Android,"This will prove to be a great time in the lives of ALL Americans. We will unite and we will win, win, win!",,False,Sat Nov 12 15:05:33 +0000 2016,54742,797455295928791040
480,170331,Twitter for iPhone,Today we express our deepest gratitude to all those who have served in our armed forces. #ThankAVet https://t.co/wPk7QWpK8Z,,False,Fri Nov 11 15:26:37 +0000 2016,47998,797098212599496704
481,180840,Twitter for Android,Busy day planned in New York. Will soon be making some very important decisions on the people who will be running our government!,,False,Fri Nov 11 13:33:35 +0000 2016,33986,797069763801387008
482,224722,Twitter for Android,Love the fact that the small groups of protesters last night have passion for our great country. We will all come together and be proud!,,False,Fri Nov 11 11:14:20 +0000 2016,57542,797034721075228672
483,235316,Twitter for Android,"Just had a very open and successful presidential election. Now professional protesters, incited by the media, are protesting. Very unfair!",,False,Fri Nov 11 02:19:44 +0000 2016,71275,796900183955095552
484,195154,Twitter for Android,"A fantastic day in D.C. Met with President Obama for first time. Really good meeting, great chemistry. Melania liked Mrs. O a lot!",,False,Fri Nov 11 02:10:46 +0000 2016,38684,796897928048766976
485,171106,Twitter for iPhone,Happy 241st birthday to the U.S. Marine Corps! Thank you for your service!! https://t.co/Lz2dhrXzo4,,False,Thu Nov 10 19:31:27 +0000 2016,46299,796797436752707585
486,640746,Twitter for Android,Such a beautiful and important evening! The forgotten man and woman will never be forgotten again. We will all come together as never before,,False,Wed Nov 09 11:36:58 +0000 2016,225762,796315640307060738
487,193021,Twitter for iPhone,"Watching the returns at 9:45pm. 
#ElectionNight #MAGA🇺🇸 https://t.co/HfuJeRZbod",,False,Wed Nov 09 02:48:27 +0000 2016,46222,796182637622816768
488,0,Twitter for iPhone,RT @IvankaTrump: Such a surreal moment to vote for my father for President of the United States! Make your voice heard and vote! #Election2…,,True,Wed Nov 09 01:35:15 +0000 2016,17837,796164216294084608
489,0,Twitter for iPhone,RT @EricTrump: Join my family in this incredible movement to #MakeAmericaGreatAgain!! Now it is up to you! Please #VOTE for America! https:…,,True,Tue Nov 08 23:20:39 +0000 2016,20079,796130340180029441
490,0,Twitter for iPhone,RT @DonaldJTrumpJr: FINAL PUSH! Eric and I doing dozens of radio interviews. We can win this thing! GET OUT AND VOTE! #MAGA #ElectionDay ht…,,True,Tue Nov 08 23:20:09 +0000 2016,11622,796130213826621440
491,66182,Twitter for iPhone,"Still time to #VoteTrump! 
#iVoted #ElectionNight https://t.co/UZtYAY1Ba6",,False,Tue Nov 08 23:03:42 +0000 2016,25630,796126077647196160
492,118228,Twitter for Android,"Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left. GO FLORIDA!",,False,Tue Nov 08 21:31:20 +0000 2016,36698,796102830352465921
493,47912,Twitter for Android,"Just out according to @CNN: ""Utah officials report voting machine problems across entire country""",,False,Tue Nov 08 21:28:24 +0000 2016,21979,796102093727793152
494,126948,Twitter for Android,I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!,,False,Tue Nov 08 21:18:04 +0000 2016,25218,796099494442057728
495,61585,Twitter for iPhone,#ElectionDay https://t.co/MXrAxYnTjY https://t.co/FZhOncih21,,False,Tue Nov 08 18:23:39 +0000 2016,25667,796055597594578944
496,62418,Twitter Web Client,We need your vote. Go to the POLLS! Let's continue this MOVEMENT! Find your poll location: https://t.co/VMUdvi1tx1… https://t.co/zGOx74Ebhw,,False,Tue Nov 08 18:03:49 +0000 2016,24366,796050609254395905
497,68884,Twitter Web Client,VOTE TODAY! Go to https://t.co/MXrAxYnTjY to find your polling location. We are going to Make America Great Again!… https://t.co/KPQ5EY9VwQ,,False,Tue Nov 08 16:39:36 +0000 2016,29833,796029413318082560
498,577068,Twitter for Android,TODAY WE MAKE AMERICA GREAT AGAIN!,,False,Tue Nov 08 11:43:14 +0000 2016,352174,795954831718498305
499,54733,Twitter for iPhone,Today we are going to win the great state of MICHIGAN and we are going to WIN back the White House! Thank you MI!… https://t.co/onRpEvzHrW,,False,Tue Nov 08 06:42:36 +0000 2016,17593,795879172795203584
