,favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
240,11,Twitter for Android,"Because the ban was lifted by a judge, many very bad and dangerous people may be pouring into our country. A terrible decision",,False,Sat Feb 04 21:44:49 +0000 2017,8,827996357252243456
241,1,Twitter for Android,"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",,False,Sat Feb 04 23:37:59 +0000 2017,1,828024835670413312
242,10,Twitter for Android,Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,,False,Sun Feb 05 00:34:50 +0000 2017,8,828039143318024194
243,2191,Twitter for Android,The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,,False,Sun Feb 05 00:48:12 +0000 2017,554,828042506851934209
244,2231,Twitter for Android,Just cannot  believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,,False,Sun Feb 05 20:39:05 +0000 2017,603,828342202174668800
245,191,Twitter for Android,I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,,False,Sun Feb 05 20:42:33 +0000 2017,58,828343072840900610
246,541,Twitter for Android,I will be interviewed by @oreillyfactor at 4:00 P.M. (prior to the #SuperBowl Pre-game Show) on Fox Network. Enjoy!,,False,Sun Feb 05 20:47:25 +0000 2017,147,828344301381939200
247,80,Twitter for Android,Enjoy the #SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!,,False,Sun Feb 05 22:49:42 +0000 2017,40,828375073006444544
248,23,Twitter for Android,"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!",,False,Mon Feb 06 03:36:54 +0000 2017,10,828447350200926212
249,3,Twitter for Android,"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",,False,Mon Feb 06 12:01:53 +0000 2017,5,828574430800539648
250,2,Twitter for Android,"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",,False,Mon Feb 06 12:07:55 +0000 2017,2,828575949268606977
251,18,Twitter for Android,Will be interviewed on @oreillyfactor tonight at 8:00 P.M.,,False,Mon Feb 06 16:27:45 +0000 2017,6,828641340313460736
252,462,Twitter for Android,"The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories &amp; sources!",,False,Mon Feb 06 16:32:24 +0000 2017,169,828642511698669569
253,1,Twitter for iPhone,An extended interview from the Super Bowl with @oreillyfactor airs tonight at 8:00 P.M. Enjoy! https://t.co/kZdHqaNTVR,,False,Mon Feb 06 23:33:52 +0000 2017,4,828748574255091714
254,0,Twitter for Android,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,,False,Tue Feb 07 02:33:55 +0000 2017,2,828793887275761665
255,266,Twitter for Android,"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",,False,Tue Feb 07 02:49:28 +0000 2017,102,828797801630937089
256,2,Twitter for Android,"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1in terror, no problem!",,False,Tue Feb 07 12:04:01 +0000 2017,2,828937357147635713
257,232,Twitter for iPhone,"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!",,False,Tue Feb 07 12:11:29 +0000 2017,87,828939235499638784
258,0,Twitter for iPhone,"RT @realDonaldTrump: Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz",,True,Sat Dec 31 18:59:04 +0000 2016,828,815271067749060609
259,3317,Twitter for iPhone,"Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz",,False,Sat Dec 31 18:58:12 +0000 2016,828,815270850916208644
260,116167,Twitter for Android,"Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!",,False,Sat Dec 31 13:17:21 +0000 2016,50314,815185071317676033
261,17217,Twitter for Android,"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!",,False,Fri Dec 30 22:18:18 +0000 2016,5634,814958820980039681
262,414,Twitter for iPhone,"Join @AmerIcan32, founded by Hall of Fame legend @JimBrownNFL32 on 1/19/2017 in Washington, D.C.… https://t.co/9WJZ8iTCQV",,False,Fri Dec 30 19:46:55 +0000 2016,128,814920722208296960
263,1644,Twitter for Android,Great move on delay (by V. Putin) - I always knew he was very smart!,,False,Fri Dec 30 19:41:33 +0000 2016,614,814919370711461890
264,16472,Twitter for iPhone,My Administration will follow two simple rules: https://t.co/ZWk0j4H8Qy,,False,Thu Dec 29 14:54:21 +0000 2016,4543,814484710025994241
265,3691,Twitter for iPhone,'Economists say Trump delivered hope' https://t.co/SjGBgglIuQ,,False,Wed Dec 28 22:06:28 +0000 2016,1113,814231064847728640
266,749,Twitter for Android,"not anymore. The beginning of the end was the horrible Iran deal, and now this (U.N.)! Stay strong Israel, January 20th is fast approaching!",,False,Wed Dec 28 14:25:11 +0000 2016,243,814114980983427073
267,3844,Twitter for Android,"We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S., but.......",,False,Wed Dec 28 14:19:46 +0000 2016,1241,814113616110751744
268,6186,Twitter for Android,Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!,,False,Wed Dec 28 14:07:13 +0000 2016,2115,814110460761018368
269,7004,Twitter for Android,"The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!",,False,Wed Dec 28 03:10:07 +0000 2016,1992,813945096269860866
270,30052,Twitter for Android,"President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!",,False,Tue Dec 27 21:52:29 +0000 2016,7663,813865160163098628
271,6495,Twitter for Android,"The DJT Foundation, unlike most foundations, never paid fees, rent, salaries or any expenses. 100% of money goes to wonderful charities!",,False,Tue Dec 27 03:06:59 +0000 2016,1755,813581917215977473
272,5395,Twitter for Android,"I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!",,False,Tue Dec 27 02:53:20 +0000 2016,1581,813578484572450816
273,23291,Twitter for iPhone,The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!,,False,Mon Dec 26 23:32:28 +0000 2016,6134,813527932165558273
274,29566,Twitter for Android,"The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!",,False,Mon Dec 26 21:41:58 +0000 2016,8588,813500123053490176
275,36792,Twitter for Android,"President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.",,False,Mon Dec 26 21:36:28 +0000 2016,9956,813498739923054593
276,81562,Twitter for Android,"Merry Christmas and a very, very, very , very Happy New Year to everyone!",,False,Sun Dec 25 17:48:48 +0000 2016,23919,813079058896535552
277,99850,Twitter for iPhone,#MerryChristmas https://t.co/5GgDmJrGMS,,False,Sun Dec 25 12:46:41 +0000 2016,33046,813003030186622976
278,5871,Twitter for Android,".@FoxNews - ""Objectified"" tonight at 10:00 P.M. Enjoy!",,False,Sun Dec 25 00:21:08 +0000 2016,1482,812815404175421445
279,19368,Twitter for iPhone,Happy #Hanukkah https://t.co/UvZwtykV1E,,False,Sat Dec 24 21:44:32 +0000 2016,6167,812775995837218816
280,18034,Twitter for Android,"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!",,False,Sat Dec 24 21:33:27 +0000 2016,5108,812773204561379330
281,1340,Twitter for Android,".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes.""  Dishonest!",,False,Sat Dec 24 20:59:30 +0000 2016,473,812764662500622336
282,26958,Twitter for Android,"Vladimir Putin said today about Hillary and Dems: ""In my opinion, it is humiliating. One must be able to lose with dignity.""  So true!",,False,Sat Dec 24 00:13:02 +0000 2016,8482,812450976670121985
283,8932,Twitter for Android,"slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?",,False,Fri Dec 23 21:23:00 +0000 2016,3041,812408189492797442
284,8345,Twitter for Android,"The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......",,False,Fri Dec 23 21:17:42 +0000 2016,3648,812406855469252608
285,15879,Twitter for iPhone,"As to the U.N., things will be different after Jan. 20th.",,False,Fri Dec 23 20:14:34 +0000 2016,7006,812390964740427776
286,40128,Twitter for Android,"my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!",,False,Fri Dec 23 11:58:36 +0000 2016,9763,812266152684650496
287,34448,Twitter for Android,"My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with...",,False,Fri Dec 23 11:53:05 +0000 2016,10657,812264762981675008
288,26481,Twitter for Android,"The so-called ""A"" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!",,False,Fri Dec 23 01:59:58 +0000 2016,7503,812115501791006720
289,31217,Twitter for Android,"Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!",,False,Thu Dec 22 22:26:05 +0000 2016,8507,812061677160202240
290,45311,Twitter for Android,The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes,,False,Thu Dec 22 16:50:30 +0000 2016,14438,811977223326625792
291,49311,Twitter for Android,"Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS.",,False,Thu Dec 22 16:41:52 +0000 2016,14277,811975049431416832
292,23914,Twitter for iPhone,The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1,,False,Thu Dec 22 13:37:04 +0000 2016,7736,811928543366148096
293,54704,Twitter for Android,"I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!",,False,Thu Dec 22 03:39:33 +0000 2016,11475,811778176120668160
294,72064,Twitter for Android,I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!,,False,Wed Dec 21 13:29:38 +0000 2016,18510,811564284706689024
295,47242,Twitter for Android,"I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently",,False,Wed Dec 21 13:24:29 +0000 2016,10600,811562990285848576
296,61381,Twitter for Android,Campaigning to win the Electoral College is much more difficult &amp; sophisticated than the popular vote. Hillary focused on the wrong states!,,False,Wed Dec 21 13:15:14 +0000 2016,14669,811560662853939200
297,19372,Twitter for Android,"Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!",,False,Tue Dec 20 20:27:57 +0000 2016,4989,811307169043849216
298,28175,Twitter for Android,"especially how to get people, even with an unlimited budget, out to vote in the vital swing states ( and more). They focused on wrong states",,False,Tue Dec 20 13:09:18 +0000 2016,6312,811196778779463684
299,50983,Twitter for Android,"Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ...",,False,Tue Dec 20 13:03:59 +0000 2016,13136,811195441710764032
300,60003,Twitter for iPhone,"""@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!""",,True,Tue Dec 20 02:50:25 +0000 2016,13294,811041034323054592
301,40661,Twitter for iPhone,"""@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!",,True,Tue Dec 20 02:46:01 +0000 2016,8967,811039925571354624
302,0,Twitter for iPhone,RT @DanScavino: #TrumpTrain🚂💨🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/qAQdBGEwSv,,True,Tue Dec 20 01:31:21 +0000 2016,7722,811021135483699201
303,198547,Twitter for Android,"We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media).",,False,Mon Dec 19 23:51:41 +0000 2016,55806,810996052241293312
304,101614,Twitter for Android,"Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!",,False,Mon Dec 19 23:21:11 +0000 2016,36763,810988379051610112
305,128074,Twitter for Android,"If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned &amp; called terrible names!",,False,Sun Dec 18 21:54:40 +0000 2016,35321,810604216771284992
306,8335,Twitter for Android,We should tell China that we don't want the drone they stole back.- let them keep it!,,False,Sun Dec 18 00:59:25 +0000 2016,2709,810288321880555520
307,11623,Twitter for iPhone,"Thank you Alabama! From now on, it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase:… https://t.co/4UAazd7TmF",,False,Sun Dec 18 00:12:05 +0000 2016,3170,810276411177107456
308,0,Twitter for iPhone,"RT @DanScavino: Join President-elect Trump LIVE from Mobile, Alabama via his #Facebook page! #ThankYouTour2016 
Watch: https://t.co/btzN080…",,True,Sat Dec 17 21:17:39 +0000 2016,1159,810232514749075456
309,36790,Twitter for iPhone,China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.,,False,Sat Dec 17 13:57:20 +0000 2016,12759,810121703288410112
310,26439,Twitter for Android,"Mobile, Alabama today at 3:00 P.M. Last rally of the year - ""THANK YOU ALABAMA AND THE SOUTH"" Biggest of all crowds expected, see you there!",,False,Sat Dec 17 13:20:23 +0000 2016,6397,810112407309844480
311,22472,Twitter for Android,"""@EazyMF_E: @realDonaldTrump Many people are now saying you will be an extremely successful president! #MakeAmericaGreatAgain""  Thank you!",,True,Sat Dec 17 13:07:22 +0000 2016,4880,810109131537481728
312,24565,Twitter for Android,"Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!",,False,Sat Dec 17 13:05:02 +0000 2016,4985,810108542921408512
313,31929,Twitter for iPhone,Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch:… https://t.co/3vgtzSJsFu,,False,Sat Dec 17 03:52:01 +0000 2016,8632,809969373754654721
314,22926,Twitter for iPhone,"#ThankYouTour2016 

Tonight- Orlando, Florida 
Tickets: https://t.co/JwQeccp79N

Tomorrow- Mobile, Alabama
Tickets:… https://t.co/Cq5AwcuzT9",,False,Fri Dec 16 16:54:28 +0000 2016,6309,809803893920165892
315,60937,Twitter Web Client,"Well, we all did it, together! I hope the ""MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!",,False,Fri Dec 16 16:03:09 +0000 2016,16273,809790978332786689
316,98604,Twitter for Android,Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?,,False,Fri Dec 16 11:09:19 +0000 2016,31372,809717035353722880
317,34109,Twitter for iPhone,"Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS… https://t.co/yB6u5FEfHq",,False,Fri Dec 16 01:32:56 +0000 2016,8336,809571983428120577
318,7287,Twitter for iPhone,"Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 
Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C",,False,Thu Dec 15 22:27:16 +0000 2016,2046,809525257371578369
319,67750,Twitter for iPhone,"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?",,False,Thu Dec 15 14:24:29 +0000 2016,23379,809403760099422208
320,36689,Twitter for Android,"The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!",,False,Thu Dec 15 13:28:54 +0000 2016,8878,809389774066814976
321,36437,Twitter for Android,"Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!",,False,Thu Dec 15 13:09:14 +0000 2016,7282,809384826193276928
322,23627,Twitter for Android,"Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!",,False,Thu Dec 15 13:05:55 +0000 2016,6040,809383989018497024
323,6320,Twitter Web Client,.@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys! https://t.co/4PjSOEU5y9,,False,Wed Dec 14 18:07:55 +0000 2016,1783,809097603010981888
324,27415,Twitter for iPhone,"Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch:… https://t.co/iEGWZLuiFE",,False,Wed Dec 14 03:48:55 +0000 2016,6634,808881429715316737
325,0,Twitter for iPhone,"RT @DanScavino: Join #PEOTUS Trump &amp; #VPEOTUS Pence live in West Allis, Wisconsin! 
#ThankYouTour2016 #MAGA
https://t.co/vU5EPIYKUc https:/…",,True,Wed Dec 14 00:52:40 +0000 2016,1066,808837073423794176
326,10804,Twitter for iPhone,"Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama! 
#ThankYouTour2016 

Tickets:… https://t.co/1RFmKCMgyw",,False,Tue Dec 13 21:33:53 +0000 2016,3165,808787048144453632
327,42433,Twitter for Android,The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.,,False,Tue Dec 13 12:44:06 +0000 2016,11352,808653723639697408
328,58672,Twitter for Android,Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!,,False,Tue Dec 13 11:57:35 +0000 2016,14758,808642018612310016
329,60673,Twitter for Android,"I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.",,False,Tue Dec 13 11:43:38 +0000 2016,20318,808638507161882624
330,39123,Twitter for Android,"I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!",,False,Tue Dec 13 04:41:33 +0000 2016,9331,808532286664822784
331,35238,Twitter for Android,"Presidency. Two of my children, Don and Eric, plus executives, will manage them. No new deals will be done during my term(s) in office.",,False,Tue Dec 13 04:32:01 +0000 2016,8510,808529888630239232
332,45239,Twitter for Android,"Even though I am not mandated by law to do so, I will be leaving my busineses before January 20th so that I can focus full time on the......",,False,Tue Dec 13 04:26:13 +0000 2016,10616,808528428123254785
333,59448,Twitter for Android,I will be making my announcement on the next Secretary of State tomorrow morning.,,False,Tue Dec 13 00:33:05 +0000 2016,16480,808469755749339136
334,95889,Twitter for Android,The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!,,False,Mon Dec 12 23:40:48 +0000 2016,28477,808456602076545025
335,5122,Twitter for iPhone,"#ThankYouTour2016 

Tue: West Allis, WI. 

Thur: Hershey, PA. 

Fri: Orlando, FL. 

Sat: Mobile, AL. 

Tickets:… https://t.co/OJ8S7iVzFx",,False,Mon Dec 12 22:25:52 +0000 2016,1566,808437742904418304
336,41205,Twitter for Android,The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.,,False,Mon Dec 12 13:26:13 +0000 2016,12145,808301935728230404
337,40070,Twitter for Android,"Unless you catch ""hackers"" in the act, it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?",,False,Mon Dec 12 13:21:20 +0000 2016,11586,808300706914594816
338,74132,Twitter for Android,Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!,,False,Mon Dec 12 13:17:54 +0000 2016,24974,808299841147248640
339,61285,Twitter for Android,"Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!",,False,Mon Dec 12 01:02:14 +0000 2016,17661,808114703922843649
340,23449,Twitter for Android,Will be interviewed on @FoxNews at 10:00 P.M. Enjoy!,,False,Mon Dec 12 00:32:28 +0000 2016,4908,808107215492091904
341,47706,Twitter for Android,"Whether I choose him or not for ""State""- Rex Tillerson, the Chairman &amp; CEO of ExxonMobil, is a world class player and dealmaker. Stay tuned!",,False,Sun Dec 11 15:29:10 +0000 2016,11630,807970490635743237
342,46929,Twitter for Android,"I spent Friday campaigning with John Kennedy, of the Great State of Louisiana, for the U.S.Senate. The election is over - JOHN WON!",,False,Sun Dec 11 13:51:47 +0000 2016,9340,807945982633709570
343,73903,Twitter for Android,"Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience, and congrats to Army!",,False,Sun Dec 11 13:12:06 +0000 2016,12499,807935995316408322
344,27342,Twitter for Android,I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!,,False,Sun Dec 11 12:56:18 +0000 2016,5377,807932020236124160
345,0,Twitter for iPhone,"RT @FoxNewsSunday: Sunday-- our exclusive interview with President-elect @realDonaldTrump 
Watch on @FoxNews at 2p/10p ET 
Check your local…",,True,Sat Dec 10 19:09:28 +0000 2016,5648,807663539116802048
346,25079,Twitter for iPhone,October 2015 - thanks Chris Wallace @FoxNewsSunday! https://t.co/VEsgPcWq7z,,False,Sat Dec 10 19:09:13 +0000 2016,6760,807663477322027008
347,0,Twitter for iPhone,RT @TrumpInaugural: Counting down the days until the swearing in of @realDonaldTrump &amp; @mike_pence. Check in here for the latest updates. #…,,True,Sat Dec 10 18:41:12 +0000 2016,3278,807656426374103041
348,16825,Twitter for iPhone,"A very interesting read. Unfortunately, so much is true.
https://t.co/ER2BoM765M",,False,Sat Dec 10 14:14:23 +0000 2016,6611,807589280071684096
349,36682,Twitter for iPhone,"Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!",,False,Sat Dec 10 14:11:49 +0000 2016,12859,807588632877998081
350,65924,Twitter for Android,"As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!",,False,Sat Dec 10 12:38:24 +0000 2016,13282,807565127021109252
351,31542,Twitter for Android,I have NOTHING to do with The Apprentice except for fact that I conceived it with Mark B &amp; have a big stake in it. Will devote ZERO TIME!,,False,Sat Dec 10 11:27:22 +0000 2016,7838,807547249681166336
352,19486,Twitter for Android,".@RudyGiuliani, one of the finest people I know and a former GREAT Mayor of N.Y.C., just took himself out of consideration for ""State"".",,False,Sat Dec 10 11:19:24 +0000 2016,5193,807545243608420352
353,28685,Twitter for iPhone,"Thank you Michigan. We are going to bring back your jobs &amp; together, we will MAKE AMERICA GREAT AGAIN!
Watch:… https://t.co/EyLOo26FqW",,False,Sat Dec 10 03:30:50 +0000 2016,7276,807427326522884096
354,29665,Twitter for iPhone,Thank you Louisiana! Get out &amp; vote for John Kennedy tomorrow. Electing Kennedy will help enact our agenda on behal… https://t.co/sHXeyreEZI,,False,Fri Dec 09 22:13:21 +0000 2016,7959,807347429062443009
355,19248,Twitter for iPhone,"Join me live in Louisiana! Tomorrow, we need you to go to the polls &amp; send John Kennedy to the U.S. Senate. https://t.co/O0jtz0BKeL",,False,Fri Dec 09 19:42:30 +0000 2016,4889,807309464705630208
356,36895,Twitter for iPhone,"THANK YOU IOWA!
#ThankYouTour2016 https://t.co/v6EB2OQMeO",,False,Fri Dec 09 03:02:04 +0000 2016,8748,807057700857188355
357,19042,Twitter for iPhone,"Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: https://t.co/2UTwAg5V87",,False,Thu Dec 08 23:12:11 +0000 2016,5707,806999846674698240
358,19797,Twitter for iPhone,"On my way to Des Moines, Iowa- will see you soon with @mike_pence. Join us! Tickets: https://t.co/1IuRTVwMSx #ThankYouTour2016",,False,Thu Dec 08 22:55:24 +0000 2016,3864,806995622117122048
359,90841,Twitter for iPhone,Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.,,False,Thu Dec 08 21:15:52 +0000 2016,19885,806970576359325696
360,2248,Twitter for Android,"If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues",,False,Thu Dec 08 01:56:40 +0000 2016,646,806678853305384960
361,13228,Twitter for Android,"Chuck Jones, who is President of United Steelworkers 1999, has done a terrible job representing workers. No wonder companies flee country!",,False,Thu Dec 08 00:41:48 +0000 2016,3742,806660011904614408
362,15424,Twitter for iPhone,"Join me tomorrow in Des Moines, Iowa with Vice President-Elect @mike_pence - at 7:00pm!
#ThankYouTour2016 #MAGA… https://t.co/Geq6sT70IT",,False,Wed Dec 07 19:37:32 +0000 2016,3877,806583438748815361
363,52657,Twitter for iPhone,"We pause today to remember the 2,403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago...
https://t.co/r5eRLR24Q3",,False,Wed Dec 07 18:38:00 +0000 2016,14156,806568460620857349
364,26424,Twitter for Android,I will be interviewed on the @TODAYshow at 7:30. Enjoy!,,False,Wed Dec 07 12:18:56 +0000 2016,4712,806473064703725568
365,31117,Twitter for iPhone,"A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA",,False,Wed Dec 07 03:33:20 +0000 2016,6868,806340792247795715
366,33227,Twitter for iPhone,"Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville, North Carolina! See you… https://t.co/Z8sgJBWI09",,False,Tue Dec 06 21:17:45 +0000 2016,7992,806246271405162500
367,30606,Twitter Web Client,Masa said he would never do this had we (Trump) not won the election!,,False,Tue Dec 06 19:10:27 +0000 2016,8993,806214236053667842
368,53999,Twitter Web Client,"Masa (SoftBank) of Japan has agreed to invest $50 billion in the U.S. toward businesses and 50,000 new jobs....",,False,Tue Dec 06 19:09:49 +0000 2016,19260,806214078465245185
369,19116,Twitter for iPhone,"Join me tonight in Fayetteville, North Carolina at 7pm! 
#ThankYouTour2016 
Tickets: https://t.co/79AHq3NC0v https://t.co/KoZCE7JeG7",,False,Tue Dec 06 16:45:27 +0000 2016,5421,806177746397306883
370,108784,Twitter for Android,"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!",,False,Tue Dec 06 13:52:35 +0000 2016,35091,806134244384899072
371,13660,Twitter for iPhone,"#ThankYouTour2016 

12/6- North Carolina
https://t.co/79AHq3NC0v

12/8- Iowa
https://t.co/1IuRTVwMSx

12/9- Michiga… https://t.co/vcQaIJ8qoB",,False,Mon Dec 05 23:06:43 +0000 2016,4305,805911307270713348
372,96008,Twitter Web Client,"If the press would cover me accurately &amp; honorably, I would have far less reason to ""tweet."" Sadly, I don't know if that will ever happen!",,False,Mon Dec 05 16:00:27 +0000 2016,27472,805804034309427200
373,81160,Twitter for iPhone,I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development… https://t.co/OJKuDFhP3r,,False,Mon Dec 05 13:53:11 +0000 2016,21387,805772007220645888
374,44879,Twitter for Android,their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea?  I don't think so!,,False,Sun Dec 04 22:30:22 +0000 2016,13058,805539770864693253
375,58072,Twitter for Android,"Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into..",,False,Sun Dec 04 22:23:55 +0000 2016,18687,805538149157969924
376,27166,Twitter for Android,".@FoxNews will be re-running ""Objectified: Donald Trump,"" the ratings hit produced by the great Harvey Levin of TMZ, at 8:00 P.M. Enjoy!",,False,Sun Dec 04 21:47:21 +0000 2016,5894,805528947190616065
377,85926,Twitter for Android,The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!,,False,Sun Dec 04 18:58:43 +0000 2016,24075,805486509914779649
378,53528,Twitter for Android,expensive mistake! THE UNITED STATES IS OPEN FOR BUSINESS,,False,Sun Dec 04 12:23:27 +0000 2016,14124,805387038048612356
379,38194,Twitter for Android,"these companies are able to move between all 50 states, with no tax or tariff being charged. Please be forewarned prior to making a very ...",,False,Sun Dec 04 12:21:01 +0000 2016,9719,805386422807105536
